finding	file_path	record_id	ingredient	value	unit	detail
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1387_GS2_Medium_With_Cellobiose.yaml	CultureMech:007921	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1388_MQ116_Medium.yaml	CultureMech:007922	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1390_MMJ_KT2_Medium.yaml	CultureMech:007925	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
WATER_AS_VOLUME	bacterial/TOGO_M1391_Alkaline_Clostridial_Nutrient_Medium.yaml	CultureMech:007926	Distilled water	1000.0	G_PER_L	1000 G_PER_L water — reads as a preparation volume, not a concentration
WATER_AS_VOLUME	bacterial/TOGO_M1392_Alkaline_Clostridial_Nutrient_Medium.yaml	CultureMech:007927	Distilled water	1000.0	G_PER_L	1000 G_PER_L water — reads as a preparation volume, not a concentration
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	Biotin	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	p-Aminobenzoic acid	100	G_PER_L	100 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	Thiamine-HCl	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	Folic acid	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	Vitamin B12	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1395_ABSS2.yaml	CultureMech:007930	Nicotinic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1396_Paenibacillus_DC-8A_Medium.yaml	CultureMech:007931	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1397_Tepidanaerobacter_GT38_Medium.yaml	CultureMech:007932	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1398_Spirochaetea_NS_Medium.yaml	CultureMech:007933	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1399_Sea_Salts_YTG_Medium.yaml	CultureMech:007934	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1400_Ureaplasma_Medium.yaml	CultureMech:007937	phenol red	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	Na2MoO4-2H2O	36	G_PER_L	36 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	H3BO3	30	G_PER_L	30 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	MnCl2・4H2O	100	G_PER_L	100 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	CoCl2-6H2O	190	G_PER_L	190 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	NiCl2-6H2O	24	G_PER_L	24 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	ZnSO4-7H2O	144	G_PER_L	144 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	CuCl2-2H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1401_Freshwater_Medium_With_Rhamnose.yaml	CultureMech:007938	FeCl2・4H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	Thiamine・HCl	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	FeSO4・7H2O	599.0	G_PER_L	599 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	ZnSO4・7H2O	1095	G_PER_L	1095 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	CuSO4・5H2O	39.2	G_PER_L	39.2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	MnSO4・xH2O	154	G_PER_L	154 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M140_Tetramethyl_Ammonium_Medium.yaml	CultureMech:007946	Na2B4O7・10H2O	17.7	G_PER_L	17.7 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M146_Dubos_Salts_Medium.yaml	CultureMech:008012	FeSO4・7H2O	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M14_Lactobacillus_Medium_III.yaml	CultureMech:008045	FeSO4・7H2O	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M14_Lactobacillus_Medium_III.yaml	CultureMech:008045	MnSO4・xH2O	7.5	G_PER_L	7.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1514_Gauze_s_Synthetic_Medium_No.1.yaml	CultureMech:008059	FeSO4·7H2O	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M155_Hydrogenobacter_Acidophilus_Medium.yaml	CultureMech:008108	FeSO4・7H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	Na2MoO4·2H2O	36	G_PER_L	36 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	H3BO3	62	G_PER_L	62 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	MnCl2·4H2O	100	G_PER_L	100 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	CoCl2·6H2O	190	G_PER_L	190 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	NiCl2·6H2O	24	G_PER_L	24 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	CuCl2·2H2O	17	G_PER_L	17 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	ZnCl2	70	G_PER_L	70 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1568_PYS_Medium.yaml	CultureMech:008116	FeCl2·4H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	Na2MoO4·2H2O	36	G_PER_L	36 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	H3BO3	62	G_PER_L	62 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	MnCl2·4H2O	100	G_PER_L	100 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	CoCl2·6H2O	190	G_PER_L	190 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	NiCl2·6H2O	24	G_PER_L	24 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	CuCl2·2H2O	17	G_PER_L	17 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	ZnCl2	70	G_PER_L	70 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1569_MMYS-II_Medium.yaml	CultureMech:008117	FeCl2·4H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Na2MoO4·2H2O	12.67	G_PER_L	12.67 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	FeSO4·7H2O	599.0	G_PER_L	599 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Biotin	4	G_PER_L	4 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	p-Aminobenzoic acid	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Thiamine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Pyridoxine-HCl	20	G_PER_L	20 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Folic acid	4	G_PER_L	4 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Vitamin B12	0.2	G_PER_L	0.2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Riboflavin	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	H3BO3	26	G_PER_L	26 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	ZnSO4·7H2O	1095	G_PER_L	1095 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	CuSO4·5H2O	39.2	G_PER_L	39.2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	MnSO4·H2O	154	G_PER_L	154 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1572_Ekho_Lake_Strains_Medium.yaml	CultureMech:008121	Na2B4O7·10H2O	17.7	G_PER_L	17.7 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	p-Aminobenzoic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1573_Oceanithermus_medium.yaml	CultureMech:008122	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	FeCl3·6H2O	1.35	G_PER_L	1.35 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Biotin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	p-Aminobenzoic acid	50	G_PER_L	50 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Thiamine-HCl	100	G_PER_L	100 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Pyridoxine-HCl	50	G_PER_L	50 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Folic acid	50	G_PER_L	50 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Vitamin B12	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1579_PE_Medium.yaml	CultureMech:008128	Nicotinic acid	100	G_PER_L	100 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1589_VY_2_Agar.yaml	CultureMech:008139	Vitamin B12	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1592_Modified_CM_YE_medium_B.yaml	CultureMech:008143	FeSO4 7H2O	4.98	G_PER_L	4.98 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	p-Aminobenzoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Vitamin B12	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1595_Oceanithermus_profundus_Medium.yaml	CultureMech:008146	Lipoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1607_Thioglycolate_Medium.yaml	CultureMech:008160	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1618_GYP-Sodium_Acetate-Mineral_Salts_Broth.yaml	CultureMech:008172	FeSO4·7H2O	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1618_GYP-Sodium_Acetate-Mineral_Salts_Broth.yaml	CultureMech:008172	MnSO4·xH2O	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M162_Artificial_Deep_Lake_Vitamin_Medium.yaml	CultureMech:008185	Biotin	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M162_Artificial_Deep_Lake_Vitamin_Medium.yaml	CultureMech:008185	Thiamine・HCl	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M162_Artificial_Deep_Lake_Vitamin_Medium.yaml	CultureMech:008185	Vitamin B12	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	FeCl3·6H2O	1.35	G_PER_L	1.35 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	p-Aminobenzoic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1677_Deferribacter_Medium.yaml	CultureMech:008235	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1681_Allantoin_Mineral_Medium.yaml	CultureMech:008240	MnSO4·H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1692_GYP_medium.yaml	CultureMech:008252	FeSO4·7H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1692_GYP_medium.yaml	CultureMech:008252	MnSO4·4H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	FeCl3·6H2O	1.35	G_PER_L	1.35 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	p-Aminobenzoic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1695_Sulfur-oxidizing_bacteria_Medium.yaml	CultureMech:008255	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1704_GS_medium.yaml	CultureMech:008266	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1704_GS_medium.yaml	CultureMech:008266	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1704_GS_medium.yaml	CultureMech:008266	p-Aminobenzoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1704_GS_medium.yaml	CultureMech:008266	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/TOGO_M1704_GS_medium.yaml	CultureMech:008266	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
