file_path	record_id	name	kind	source	looks_like_a_solution	name_cites_medium	cited_medium_in_local_dump
bacterial/solution_b_medium_807.yaml	CultureMech:006084	Solution B (medium 807)	no ingredients and no solutions	KOMODO ModelSEED	yes	807	yes
bacterial/solution_c_medium_1275.yaml	CultureMech:005224	Solution C, medium 1275	no ingredients and no solutions	KOMODO ModelSEED	yes	1275	yes
bacterial/solution_ii_medium_1308.yaml	CultureMech:004836	solution II (medium 1308)	no ingredients and no solutions	KOMODO ModelSEED		1308	yes
bacterial/solution_ii_medium_1398.yaml	CultureMech:004837	solution II (medium 1398)	no ingredients and no solutions	KOMODO ModelSEED		1398	yes
bacterial/spirochaeta_aurantia_medium.yaml	CultureMech:004195	SPIROCHAETA AURANTIA medium	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/spirochaeta_isovalerica_medium.yaml	CultureMech:004701	SPIROCHAETA ISOVALERICA medium	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/sporomusa_silvacetica_medium.yaml	CultureMech:006435	SPOROMUSA SILVACETICA medium	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/sse_double_concentrated_medium_1426.yaml	CultureMech:004838	SSE (double concentrated) (medium 1426)	no ingredients and no solutions	KOMODO ModelSEED		1426	yes
bacterial/stearate_solution_0_1_m_medium_517.yaml	CultureMech:004295	Stearate solution (0.1 M) (medium 517)	no ingredients and no solutions	KOMODO ModelSEED		517	yes
bacterial/stock_solution_from_medium_756.yaml	CultureMech:004387	Stock solution (from medium 756)	no ingredients and no solutions	KOMODO ModelSEED	yes	756	yes
bacterial/stock_solution_medium_462.yaml	CultureMech:004398	Stock solution (medium 462)	no ingredients and no solutions	KOMODO ModelSEED	yes	462	yes
bacterial/sugar_stock_solution_medium_1245.yaml	CultureMech:006082	Sugar Stock Solution (medium 1245)	no ingredients and no solutions	KOMODO ModelSEED	yes	1245	yes
bacterial/synthetic_sea_water_medium_79.yaml	CultureMech:004839	Synthetic sea water (medium 79)	no ingredients and no solutions	KOMODO ModelSEED		79	yes
bacterial/synthetic_seawater_2_x_conc_medium_795.yaml	CultureMech:004840	Synthetic seawater (2 x conc.) (medium 795)	no ingredients and no solutions	KOMODO ModelSEED		795	yes
bacterial/syntrophobacter_wolinii_medium.yaml	CultureMech:004866	SYNTROPHOBACTER WOLINII medium	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/syntrophus_buswellii_ii_medium.yaml	CultureMech:005230	SYNTROPHUS BUSWELLII II MEDIUM	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/syntrophus_medium_sulfate_free.yaml	CultureMech:004742	SYNTROPHUS medium - SULFATE FREE	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/thermus_macronutrients_10x_solution.yaml	CultureMech:004841	Thermus macronutrients 10X solution	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/thermus_micronutrients_100x_solution.yaml	CultureMech:004842	Thermus micronutrients 100X solution	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/thiobacillus_ferrooxidans_medium_with_tetrathionate.yaml	CultureMech:006372	THIOBACILLUS FERROOXIDANS MEDIUM WITH TETRATHIONATE	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/thioglycolate_ascorbate_solution_medium_210.yaml	CultureMech:004844	Thioglycolate-ascorbate solution (medium 210)	no ingredients and no solutions	KOMODO ModelSEED		210	yes
bacterial/trace_element_solution_a_medium_537.yaml	CultureMech:004865	Trace element solution A (medium 537)	no ingredients and no solutions	KOMODO ModelSEED	yes	537	yes
bacterial/trace_element_solution_b_medium_537.yaml	CultureMech:004867	Trace element solution B (medium 537)	no ingredients and no solutions	KOMODO ModelSEED	yes	537	yes
bacterial/trace_element_solution_from_medium_756.yaml	CultureMech:004388	Trace element solution (from medium 756)	no ingredients and no solutions	KOMODO ModelSEED	yes	756	yes
bacterial/trace_element_solution_ho_le_medium_668.yaml	CultureMech:004868	Trace element solution Ho-le (medium 668)	no ingredients and no solutions	KOMODO ModelSEED	yes	668	yes
bacterial/trace_element_solution_medium_1007.yaml	CultureMech:004296	Trace element solution (medium 1007)	no ingredients and no solutions	KOMODO ModelSEED	yes	1007	yes
bacterial/trace_element_solution_medium_1072.yaml	CultureMech:004847	Trace element solution (medium 1072)	no ingredients and no solutions	KOMODO ModelSEED	yes	1072	yes
bacterial/trace_element_solution_medium_1149.yaml	CultureMech:004848	Trace element solution (medium 1149)	no ingredients and no solutions	KOMODO ModelSEED	yes	1149	yes
bacterial/trace_element_solution_medium_1156.yaml	CultureMech:004302	Trace element solution (medium 1156)	no ingredients and no solutions	KOMODO ModelSEED	yes	1156	yes
bacterial/trace_element_solution_medium_1165.yaml	CultureMech:004849	Trace element solution (medium 1165)	no ingredients and no solutions	KOMODO ModelSEED	yes	1165	yes
bacterial/trace_element_solution_medium_1180.yaml	CultureMech:004303	Trace element solution (medium 1180)	no ingredients and no solutions	KOMODO ModelSEED	yes	1180	yes
bacterial/trace_element_solution_medium_1181.yaml	CultureMech:004304	Trace element solution (medium 1181)	no ingredients and no solutions	KOMODO ModelSEED	yes	1181	yes
bacterial/trace_element_solution_medium_1190.yaml	CultureMech:005000	Trace element solution (medium 1190)	no ingredients and no solutions	KOMODO ModelSEED	yes	1190	yes
bacterial/trace_element_solution_medium_124.yaml	CultureMech:004850	Trace element solution (medium 124)	no ingredients and no solutions	KOMODO ModelSEED	yes	124	yes
bacterial/trace_element_solution_medium_1282.yaml	CultureMech:004852	Trace element solution (medium 1282)	no ingredients and no solutions	KOMODO ModelSEED	yes	1282	yes
bacterial/trace_element_solution_medium_131.yaml	CultureMech:004308	Trace element solution (medium 131)	no ingredients and no solutions	KOMODO ModelSEED	yes	131	
bacterial/trace_element_solution_medium_1396.yaml	CultureMech:004853	Trace Element solution (medium 1396)	no ingredients and no solutions	KOMODO ModelSEED	yes	1396	yes
bacterial/trace_element_solution_medium_1403.yaml	CultureMech:004309	Trace element solution (medium 1403)	no ingredients and no solutions	KOMODO ModelSEED	yes	1403	yes
bacterial/trace_element_solution_medium_150a.yaml	CultureMech:004312	Trace element solution (medium 150a)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_medium_155.yaml	CultureMech:004399	Trace element solution (medium 155)	no ingredients and no solutions	KOMODO ModelSEED	yes	155	yes
bacterial/trace_element_solution_medium_158.yaml	CultureMech:004858	Trace element solution (medium 158)	no ingredients and no solutions	KOMODO ModelSEED	yes	158	yes
bacterial/trace_element_solution_medium_333.yaml	CultureMech:004314	Trace element solution (medium 333)	no ingredients and no solutions	KOMODO ModelSEED	yes	333	yes
bacterial/trace_element_solution_medium_463.yaml	CultureMech:004315	Trace element solution (medium 463)	no ingredients and no solutions	KOMODO ModelSEED	yes	463	yes
bacterial/trace_element_solution_medium_463a.yaml	CultureMech:004316	Trace element solution (medium 463a)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_medium_533.yaml	CultureMech:004317	Trace element solution (medium 533)	no ingredients and no solutions	KOMODO ModelSEED	yes	533	yes
bacterial/trace_element_solution_medium_534.yaml	CultureMech:004318	Trace element solution (medium 534)	no ingredients and no solutions	KOMODO ModelSEED	yes	534	yes
bacterial/trace_element_solution_medium_632.yaml	CultureMech:004320	Trace element solution (medium 632)	no ingredients and no solutions	KOMODO ModelSEED	yes	632	yes
bacterial/trace_element_solution_medium_652.yaml	CultureMech:004860	Trace element solution (medium 652)	no ingredients and no solutions	KOMODO ModelSEED	yes	652	yes
bacterial/trace_element_solution_medium_705.yaml	CultureMech:004862	Trace element solution (medium 705)	no ingredients and no solutions	KOMODO ModelSEED	yes	705	yes
bacterial/trace_element_solution_medium_737.yaml	CultureMech:004323	Trace element solution (medium 737)	no ingredients and no solutions	KOMODO ModelSEED	yes	737	yes
bacterial/trace_element_solution_medium_84.yaml	CultureMech:004401	Trace element solution (medium 84)	no ingredients and no solutions	KOMODO ModelSEED	yes	84	yes
bacterial/trace_element_solution_medium_878.yaml	CultureMech:004864	Trace element solution (medium 878)	no ingredients and no solutions	KOMODO ModelSEED	yes	878	yes
bacterial/trace_element_solution_medium_918.yaml	CultureMech:004326	Trace element solution (medium 918)	no ingredients and no solutions	KOMODO ModelSEED	yes	918	yes
bacterial/trace_element_solution_medium_921.yaml	CultureMech:004327	Trace element solution (medium 921)	no ingredients and no solutions	KOMODO ModelSEED	yes	921	yes
bacterial/trace_element_solution_medium_922.yaml	CultureMech:004328	Trace element solution (medium 922)	no ingredients and no solutions	KOMODO ModelSEED	yes	922	yes
bacterial/trace_element_solution_medium_929.yaml	CultureMech:004330	Trace element solution (medium 929)	no ingredients and no solutions	KOMODO ModelSEED	yes	929	yes
bacterial/trace_element_solution_medium_976.yaml	CultureMech:004332	Trace element solution (medium 976)	no ingredients and no solutions	KOMODO ModelSEED	yes	976	yes
bacterial/trace_element_solution_medium_996.yaml	CultureMech:004334	Trace element solution (medium 996)	no ingredients and no solutions	KOMODO ModelSEED	yes	996	yes
bacterial/trace_element_solution_sl12_medium_998.yaml	CultureMech:004870	Trace element solution SL12 (medium 998)	no ingredients and no solutions	KOMODO ModelSEED	yes	998	yes
bacterial/trace_element_solution_sl7.yaml	CultureMech:004871	Trace element solution SL7	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_sl8_medium_1119.yaml	CultureMech:004874	Trace element solution SL8 (medium 1119)	no ingredients and no solutions	KOMODO ModelSEED	yes	1119	yes
bacterial/trace_element_solution_sl_10_b.yaml	CultureMech:004337	Trace element solution SL-10 B	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_sl_10_medium_320.yaml	CultureMech:004336	Trace element solution SL-10 (medium 320)	no ingredients and no solutions	KOMODO ModelSEED	yes	320	yes
bacterial/trace_element_solution_sl_11_medium_784.yaml	CultureMech:004869	Trace element solution SL-11 (medium 784)	no ingredients and no solutions	KOMODO ModelSEED	yes	784	yes
bacterial/trace_element_solution_sl_12_b.yaml	CultureMech:004338	Trace element solution SL-12 B	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_sl_6_medium_457.yaml	CultureMech:004340	Trace element solution SL-6 (medium 457)	no ingredients and no solutions	KOMODO ModelSEED	yes	457	yes
bacterial/trace_element_solution_sl_7_medium_660.yaml	CultureMech:004341	Trace element solution SL-7 (medium 660)	no ingredients and no solutions	KOMODO ModelSEED	yes	660	yes
bacterial/trace_element_solution_sl_7_medium_941.yaml	CultureMech:004872	Trace element solution SL-7 (medium 941)	no ingredients and no solutions	KOMODO ModelSEED	yes	941	yes
bacterial/trace_element_solution_sl_8.yaml	CultureMech:004342	Trace element solution SL-8	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_element_solution_sl_9_medium_828.yaml	CultureMech:004343	Trace element solution SL-9 (medium 828)	no ingredients and no solutions	KOMODO ModelSEED	yes	828	yes
bacterial/trace_element_solution_sla.yaml	CultureMech:004335	Trace element solution (SLA)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/trace_elements_medium_1108a.yaml	CultureMech:006328	Trace elements (medium 1108a)	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/trace_elements_medium_1147.yaml	CultureMech:004875	Trace elements (medium 1147)	no ingredients and no solutions	KOMODO ModelSEED		1147	yes
bacterial/trace_elements_medium_596.yaml	CultureMech:004877	Trace elements (medium 596)	no ingredients and no solutions	KOMODO ModelSEED		596	yes
bacterial/trace_elements_medium_651.yaml	CultureMech:004878	Trace elements (medium 651)	no ingredients and no solutions	KOMODO ModelSEED		651	yes
bacterial/trace_elements_pfennig_medium_1264.yaml	CultureMech:004879	Trace elements (Pfennig) (medium 1264)	no ingredients and no solutions	KOMODO ModelSEED		1264	yes
bacterial/trace_elements_sl_12.yaml	CultureMech:004880	Trace elements SL-12	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/trace_elements_solution_medium_1280.yaml	CultureMech:004883	Trace elements solution (medium 1280)	no ingredients and no solutions	KOMODO ModelSEED	yes	1280	yes
bacterial/trace_metals_500x_medium_1341.yaml	CultureMech:004347	Trace Metals (500x) (medium 1341)	no ingredients and no solutions	KOMODO ModelSEED		1341	yes
bacterial/trace_metals_solution_medium_802.yaml	CultureMech:004884	Trace metals solution (medium 802)	no ingredients and no solutions	KOMODO ModelSEED	yes	802	yes
bacterial/trace_mineral_solution_medium_1000.yaml	CultureMech:004351	Trace mineral solution (medium 1000)	no ingredients and no solutions	KOMODO ModelSEED	yes	1000	yes
bacterial/trace_mineral_solution_medium_1121.yaml	CultureMech:004353	Trace mineral solution (medium 1121)	no ingredients and no solutions	KOMODO ModelSEED	yes	1121	yes
bacterial/trace_mineral_solution_medium_997.yaml	CultureMech:004355	Trace mineral solution (medium 997)	no ingredients and no solutions	KOMODO ModelSEED	yes	997	yes
bacterial/trace_salt_solution_medium_609.yaml	CultureMech:005191	Trace salt solution (medium 609)	no ingredients and no solutions	KOMODO ModelSEED	yes	609	yes
bacterial/trace_salt_solution_medium_856.yaml	CultureMech:004885	Trace salt solution (medium 856)	no ingredients and no solutions	KOMODO ModelSEED	yes	856	yes
bacterial/trace_salts_solution_medium_978.yaml	CultureMech:004938	Trace salts solution (medium 978)	no ingredients and no solutions	KOMODO ModelSEED	yes	978	yes
bacterial/true_blue_trace_elements_medium_748.yaml	CultureMech:004939	True Blue Trace Elements (medium 748)	no ingredients and no solutions	KOMODO ModelSEED		748	yes
bacterial/tyc_solution_medium_391.yaml	CultureMech:004992	TYC-solution (medium 391)	no ingredients and no solutions	KOMODO ModelSEED		391	yes
bacterial/vitamin_b12_solution_medium_867.yaml	CultureMech:004356	Vitamin B12 solution (medium 867)	no ingredients and no solutions	KOMODO ModelSEED	yes	867	yes
bacterial/vitamin_b_solution_medium_978.yaml	CultureMech:004940	Vitamin B solution (medium 978)	no ingredients and no solutions	KOMODO ModelSEED	yes	978	yes
bacterial/vitamin_k1_solution_medium_104.yaml	CultureMech:004941	Vitamin K1 solution (medium 104)	no ingredients and no solutions	KOMODO ModelSEED	yes	104	yes
bacterial/vitamin_mixture_medium_1001.yaml	CultureMech:004358	Vitamin mixture (medium 1001)	no ingredients and no solutions	KOMODO ModelSEED		1001	yes
bacterial/vitamin_mixture_medium_484.yaml	CultureMech:004359	Vitamin mixture (medium 484)	no ingredients and no solutions	KOMODO ModelSEED		484	yes
bacterial/vitamin_mixture_medium_619.yaml	CultureMech:004360	Vitamin mixture (medium 619)	no ingredients and no solutions	KOMODO ModelSEED		619	yes
bacterial/vitamin_solution_7_medium_842.yaml	CultureMech:004975	Vitamin solution 7 (medium 842)	no ingredients and no solutions	KOMODO ModelSEED	yes	842	yes
bacterial/vitamin_solution_according_to_wolin_and_coauthors.yaml	CultureMech:004384	Vitamin solution according to Wolin and coauthors	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/vitamin_solution_b_medium_253.yaml	CultureMech:004942	Vitamin solution (B) (medium 253)	no ingredients and no solutions	KOMODO ModelSEED	yes	253	yes
bacterial/vitamin_solution_ca_medium_87a.yaml	CultureMech:004976	Vitamin solution CA (medium 87a)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/vitamin_solution_double_conc_medium_621.yaml	CultureMech:004943	Vitamin solution (double conc.) (medium 621)	no ingredients and no solutions	KOMODO ModelSEED	yes	621	yes
bacterial/vitamin_solution_medium_1072.yaml	CultureMech:004945	Vitamin solution (medium 1072)	no ingredients and no solutions	KOMODO ModelSEED	yes	1072	yes
bacterial/vitamin_solution_medium_1116.yaml	CultureMech:004361	Vitamin solution (medium 1116)	no ingredients and no solutions	KOMODO ModelSEED	yes	1116	yes
bacterial/vitamin_solution_medium_1121.yaml	CultureMech:004362	Vitamin solution (medium 1121)	no ingredients and no solutions	KOMODO ModelSEED	yes	1121	yes
bacterial/vitamin_solution_medium_1131.yaml	CultureMech:004363	Vitamin solution (medium 1131)	no ingredients and no solutions	KOMODO ModelSEED	yes	1131	yes
bacterial/vitamin_solution_medium_1149.yaml	CultureMech:004946	Vitamin solution (medium 1149)	no ingredients and no solutions	KOMODO ModelSEED	yes	1149	yes
bacterial/vitamin_solution_medium_1165.yaml	CultureMech:004947	Vitamin solution (medium 1165)	no ingredients and no solutions	KOMODO ModelSEED	yes	1165	yes
bacterial/vitamin_solution_medium_1183.yaml	CultureMech:004954	Vitamin solution (medium 1183)	no ingredients and no solutions	KOMODO ModelSEED	yes	1183	yes
bacterial/vitamin_solution_medium_1191.yaml	CultureMech:004955	Vitamin solution (medium 1191)	no ingredients and no solutions	KOMODO ModelSEED	yes	1191	yes
bacterial/vitamin_solution_medium_124.yaml	CultureMech:005001	Vitamin solution (medium 124)	no ingredients and no solutions	KOMODO ModelSEED	yes	124	yes
bacterial/vitamin_solution_medium_1263.yaml	CultureMech:004956	Vitamin solution (medium 1263)	no ingredients and no solutions	KOMODO ModelSEED	yes	1263	yes
bacterial/vitamin_solution_medium_1275.yaml	CultureMech:004364	Vitamin solution (medium 1275)	no ingredients and no solutions	KOMODO ModelSEED	yes	1275	yes
bacterial/vitamin_solution_medium_1282.yaml	CultureMech:004957	Vitamin solution (medium 1282)	no ingredients and no solutions	KOMODO ModelSEED	yes	1282	yes
bacterial/vitamin_solution_medium_1306.yaml	CultureMech:004958	Vitamin solution (medium 1306)	no ingredients and no solutions	KOMODO ModelSEED	yes	1306	yes
bacterial/vitamin_solution_medium_131.yaml	CultureMech:004365	Vitamin solution (medium 131)	no ingredients and no solutions	KOMODO ModelSEED	yes	131	
bacterial/vitamin_solution_medium_1315.yaml	CultureMech:004366	Vitamin solution (medium 1315)	no ingredients and no solutions	KOMODO ModelSEED	yes	1315	yes
bacterial/vitamin_solution_medium_141.yaml	CultureMech:004367	Vitamin solution (medium 141)	no ingredients and no solutions	KOMODO ModelSEED	yes	141	yes
bacterial/vitamin_solution_medium_1426.yaml	CultureMech:004959	Vitamin solution (medium 1426)	no ingredients and no solutions	KOMODO ModelSEED	yes	1426	yes
bacterial/vitamin_solution_medium_1457.yaml	CultureMech:006516	Vitamin solution (medium 1457)	no ingredients and no solutions	KOMODO ModelSEED	yes	1457	yes
bacterial/vitamin_solution_medium_148.yaml	CultureMech:004369	Vitamin solution (medium 148)	no ingredients and no solutions	KOMODO ModelSEED	yes	148	yes
bacterial/vitamin_solution_medium_212.yaml	CultureMech:004960	Vitamin solution (medium 212)	no ingredients and no solutions	KOMODO ModelSEED	yes	212	yes
bacterial/vitamin_solution_medium_315.yaml	CultureMech:004370	Vitamin solution (medium 315)	no ingredients and no solutions	KOMODO ModelSEED	yes	315	yes
bacterial/vitamin_solution_medium_322.yaml	CultureMech:004961	Vitamin solution (medium 322)	no ingredients and no solutions	KOMODO ModelSEED	yes	322	yes
bacterial/vitamin_solution_medium_461.yaml	CultureMech:004371	Vitamin solution (medium 461)	no ingredients and no solutions	KOMODO ModelSEED	yes	461	yes
bacterial/vitamin_solution_medium_463.yaml	CultureMech:004372	Vitamin solution (medium 463)	no ingredients and no solutions	KOMODO ModelSEED	yes	463	yes
bacterial/vitamin_solution_medium_463a.yaml	CultureMech:004373	Vitamin solution (medium 463a)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/vitamin_solution_medium_473.yaml	CultureMech:004374	Vitamin solution (medium 473)	no ingredients and no solutions	KOMODO ModelSEED	yes	473	yes
bacterial/vitamin_solution_medium_521.yaml	CultureMech:004962	Vitamin solution (medium 521)	no ingredients and no solutions	KOMODO ModelSEED	yes	521	yes
bacterial/vitamin_solution_medium_559.yaml	CultureMech:004963	Vitamin solution (medium 559)	no ingredients and no solutions	KOMODO ModelSEED	yes	559	yes
bacterial/vitamin_solution_medium_589.yaml	CultureMech:004967	Vitamin solution (medium 589)	no ingredients and no solutions	KOMODO ModelSEED	yes	589	yes
bacterial/vitamin_solution_medium_598.yaml	CultureMech:004944	Vitamin solution (medium 598)	no ingredients and no solutions	KOMODO ModelSEED	yes	598	yes
bacterial/vitamin_solution_medium_600.yaml	CultureMech:004394	Vitamin solution (medium 600)	no ingredients and no solutions	KOMODO ModelSEED	yes	600	yes
bacterial/vitamin_solution_medium_600a.yaml	CultureMech:004969	Vitamin solution (medium 600a)	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/vitamin_solution_medium_602.yaml	CultureMech:004970	Vitamin solution (medium 602)	no ingredients and no solutions	KOMODO ModelSEED	yes	602	yes
bacterial/vitamin_solution_medium_603.yaml	CultureMech:004375	Vitamin solution (medium 603)	no ingredients and no solutions	KOMODO ModelSEED	yes	603	yes
bacterial/vitamin_solution_medium_628.yaml	CultureMech:004968	Vitamin solution (medium 628)	no ingredients and no solutions	KOMODO ModelSEED	yes	628	yes
bacterial/vitamin_solution_medium_651.yaml	CultureMech:004971	Vitamin solution (medium 651)	no ingredients and no solutions	KOMODO ModelSEED	yes	651	yes
bacterial/vitamin_solution_medium_663.yaml	CultureMech:004972	Vitamin solution (medium 663)	no ingredients and no solutions	KOMODO ModelSEED	yes	663	yes
bacterial/vitamin_solution_medium_78.yaml	CultureMech:004973	Vitamin solution (medium 78)	no ingredients and no solutions	KOMODO ModelSEED	yes	78	yes
bacterial/vitamin_solution_medium_791.yaml	CultureMech:004974	Vitamin solution (medium 791)	no ingredients and no solutions	KOMODO ModelSEED	yes	791	yes
bacterial/vitamin_solution_medium_867.yaml	CultureMech:004376	Vitamin solution (medium 867)	no ingredients and no solutions	KOMODO ModelSEED	yes	867	yes
bacterial/vitamin_solution_medium_908.yaml	CultureMech:004377	Vitamin solution (medium 908)	no ingredients and no solutions	KOMODO ModelSEED	yes	908	yes
bacterial/vitamin_solution_medium_929.yaml	CultureMech:004378	Vitamin solution (medium 929)	no ingredients and no solutions	KOMODO ModelSEED	yes	929	yes
bacterial/vitamin_solution_medium_944.yaml	CultureMech:004382	Vitamin solution (medium 944)	no ingredients and no solutions	KOMODO ModelSEED	yes	944	yes
bacterial/vitamin_solution_medium_951.yaml	CultureMech:004380	Vitamin solution (medium 951)	no ingredients and no solutions	KOMODO ModelSEED	yes	951	yes
bacterial/vitamin_solution_schlegel_medium_462.yaml	CultureMech:004381	Vitamin solution (Schlegel, medium 462)	no ingredients and no solutions	KOMODO ModelSEED	yes	462	yes
bacterial/vitamin_solution_v10.yaml	CultureMech:004385	Vitamin solution V10	no ingredients and no solutions	KOMODO ModelSEED	yes		
bacterial/vitamin_solution_va_medium_351.yaml	CultureMech:004383	Vitamin solution (VA) (medium 351)	no ingredients and no solutions	KOMODO ModelSEED	yes	351	yes
bacterial/vitamins_v7_solution_medium_998.yaml	CultureMech:004978	Vitamins V7 solution (medium 998)	no ingredients and no solutions	KOMODO ModelSEED		998	yes
bacterial/vitox.yaml	CultureMech:005644	Vitox	no ingredients and no solutions	KOMODO ModelSEED			
bacterial/volatile_fatty_acid_mixture_medium_330.yaml	CultureMech:004979	Volatile fatty acid mixture (medium 330)	no ingredients and no solutions	KOMODO ModelSEED		330	yes
bacterial/volatile_fatty_acid_solution_medium_909.yaml	CultureMech:004980	Volatile fatty acid solution (medium 909)	no ingredients and no solutions	KOMODO ModelSEED		909	yes
bacterial/xb45_xb90_pb90_2_medium.yaml	CultureMech:006693	XB45/XB90/PB90-2 MEDIUM	no ingredients and no solutions	KOMODO ModelSEED			
algae/artificial_seawater.yaml	CultureMech:000189	Artificial_Seawater	placeholder ingredient only				
algae/bacillariophycean.yaml	CultureMech:000192	Bacillariophycean	placeholder ingredient only				
algae/basal.yaml	CultureMech:000191	Basal	placeholder ingredient only				
algae/beggiatoa.yaml	CultureMech:000193	Beggiatoa	placeholder ingredient only				
algae/bold_modified_basal.yaml	CultureMech:000194	Bold_Modified_Basal	placeholder ingredient only				
algae/bold_modified_basal_tom.yaml	CultureMech:000195	Bold_Modified_Basal&TOM	placeholder ingredient only				
algae/brackish_water_medium.yaml	CultureMech:000196	Brackish_water_medium	placeholder ingredient only				
algae/ch.yaml	CultureMech:000059	CH	placeholder ingredient only				
algae/chapman_andresens_modified_pringsheims_solution.yaml	CultureMech:000062	Chapman-Andresen's Modified Pringsheim's Solution	placeholder ingredient only				
algae/chilomonas.yaml	CultureMech:000197	Chilomonas	placeholder ingredient only				
algae/cyanidium.yaml	CultureMech:000198	Cyanidium	placeholder ingredient only				
algae/desmidiacean.yaml	CultureMech:000199	Desmidiacean	placeholder ingredient only				
algae/dunaliella.yaml	CultureMech:000200	Dunaliella	placeholder ingredient only				
algae/dunaliella_acid.yaml	CultureMech:000201	Dunaliella_acid	placeholder ingredient only				
algae/enriched_seawater.yaml	CultureMech:000202	Enriched_Seawater	placeholder ingredient only				
algae/euglena.yaml	CultureMech:000203	Euglena	placeholder ingredient only				
algae/malt_peptone.yaml	CultureMech:000204	Malt_Peptone	placeholder ingredient only				
algae/merds.yaml	CultureMech:000089	MErds	placeholder ingredient only				
algae/mw.yaml	CultureMech:000093	MW	placeholder ingredient only				
algae/note_on_biphasic_soilwater_media_20081216.yaml	CultureMech:000205	Note_on_biphasic_soilwater_media_20081216	placeholder ingredient only				
algae/ochromonas.yaml	CultureMech:000206	Ochromonas	placeholder ingredient only				
algae/pes.yaml	CultureMech:000207	PES	placeholder ingredient only				
algae/polytoma.yaml	CultureMech:000208	Polytoma	placeholder ingredient only				
algae/polytomella.yaml	CultureMech:000209	Polytomella	placeholder ingredient only				
algae/porphyridium.yaml	CultureMech:000210	Porphyridium	placeholder ingredient only				
algae/s_w.yaml	CultureMech:000138	S/W	placeholder ingredient only				
algae/s_w_amp.yaml	CultureMech:000136	S/W + AMP	placeholder ingredient only				
algae/s_w_ca.yaml	CultureMech:000137	S/W + Ca	placeholder ingredient only				
algae/se1.yaml	CultureMech:000128	SE1	placeholder ingredient only				
algae/se2.yaml	CultureMech:000129	SE2	placeholder ingredient only				
algae/seawater.yaml	CultureMech:000211	Seawater	placeholder ingredient only				
algae/ses.yaml	CultureMech:000130	SES	placeholder ingredient only				
algae/soil_water_media.yaml	CultureMech:000212	Soil_Water_Media	placeholder ingredient only				
algae/spirulina.yaml	CultureMech:000213	Spirulina	placeholder ingredient only				
algae/unicellular_green_algae.yaml	CultureMech:000214	Unicellular_Green_Algae	placeholder ingredient only				
algae/volvox.yaml	CultureMech:000215	Volvox	placeholder ingredient only				
algae/wees.yaml	CultureMech:000216	WEES	placeholder ingredient only				
algae/woods_hole_mbl_medium.yaml	CultureMech:000217	Woods Hole MBL Medium	placeholder ingredient only				
algae/yel.yaml	CultureMech:000144	YEL	placeholder ingredient only				
algae/z_medium_for_cyanos.yaml	CultureMech:000218	Z-Medium_for_Cyanos	placeholder ingredient only				
bacterial/test_medium_123.yaml	CultureMech:000306	Test Medium 123	placeholder ingredient only			123	yes
bacterial/2sna.yaml	CultureMech:000411	2SNA	placeholder ingredient only	CCAP			
bacterial/nss_low.yaml	CultureMech:000383	NSS Low	placeholder ingredient only	CCAP			
fungal/wmalt_yeast_extract_medium_wmy.yaml	CultureMech:010440	wMalt Yeast Extract Medium (wMY)	placeholder ingredient only	CCAP			
bacterial/cultivation_medium_for_sf1ep_cells_for_treponema_pallidum.yaml	CultureMech:001271	Cultivation Medium for Sf1Ep cells for Treponema pallidum	placeholder ingredient only	DSMZ			
bacterial/l_15b_tick_cell_medium.yaml	CultureMech:001068	L-15B Tick Cell Medium	placeholder ingredient only	DSMZ			
bacterial/liver_broth_oxoid_cm_77.yaml	CultureMech:001915	LIVER BROTH (Oxoid CM 77)	placeholder ingredient only	DSMZ			
bacterial/rhodocyclus_purpureus_medium.yaml	CultureMech:001559	RHODOCYCLUS PURPUREUS MEDIUM	placeholder ingredient only	DSMZ			
archaea/archaeoglobus_mcr_medium.yaml	CultureMech:002362	ARCHAEOGLOBUS MCR MEDIUM	placeholder ingredient only	JCM			
