preferred_term	from_id	to_id_or_label
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
Na2SO4	CHEBI:32149	sodium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Ca(NO3)2	CHEBI:64205	calcium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
MgSO4 x H2O	CHEBI:32599	magnesium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)2SO4	CHEBI:62946	ammonium sulfate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
Na2SO4	CHEBI:32149	sodium sulfate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
Na2SO4	CHEBI:32149	sodium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2SO4	CHEBI:32149	sodium sulfate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
Na2CO3	CHEBI:29377	sodium carbonate
NaBr	CHEBI:63004	sodium bromide
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
Na acetate	CHEBI:32954	sodium acetate
MgSO4	CHEBI:32599	magnesium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4 x 3 H2O	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
Na-acetate	CHEBI:32954	sodium acetate
CuCl2	CHEBI:49553	copper(II) chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
KNO3	CHEBI:63043	potassium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KBr	CHEBI:32030	potassium bromide
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
K2SO4	CHEBI:32036	potassium sulfate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Ca(NO3)2	CHEBI:64205	calcium nitrate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24	CHEBI:91249	ammonium molybdate
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na-acetate	CHEBI:32954	sodium acetate
Na-acetate	CHEBI:32954	sodium acetate
Na2-fumarate	CHEBI:115156	disodium fumarate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
Na-pyruvate	CHEBI:50144	sodium pyruvate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SeO4	CHEBI:77775	sodium selenate
Na2WO4	CHEBI:63940	sodium tungstate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4NO3	CHEBI:63038	ammonium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
CuCl2	CHEBI:49553	copper(II) chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
Na-L-lactate	CHEBI:232798	sodium L-lactate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
CuCl2	CHEBI:49553	copper(II) chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
Na-acetate	CHEBI:32954	sodium acetate
H3BO3	CHEBI:33118	boric acid
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
Na-pyruvate	CHEBI:50144	sodium pyruvate
Na2-fumarate	CHEBI:115156	disodium fumarate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na-acetate	CHEBI:32954	sodium acetate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
Na-thioglycolate	CHEBI:86481	sodium thioglycolate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
Na-benzoate	CHEBI:113455	sodium benzoate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
Na2-fumarate	CHEBI:115156	disodium fumarate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
Na-L-lactate	CHEBI:232798	sodium L-lactate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
Na2SO4	CHEBI:32149	sodium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na-L-lactate	CHEBI:232798	sodium L-lactate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
Na-L-lactate	CHEBI:232798	sodium L-lactate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
Na-acetate	CHEBI:32954	sodium acetate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2S2O3	CHEBI:132112	sodium thiosulfate
ZnSO4	CHEBI:35176	zinc sulfate
MnCl2	CHEBI:63041	manganese(II) chloride
H3BO3	CHEBI:33118	boric acid
CuCl2	CHEBI:49553	copper(II) chloride
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
Na-L-lactate	CHEBI:232798	sodium L-lactate
Na-formate	CHEBI:62965	sodium formate
KNO3	CHEBI:63043	potassium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na-acetate	CHEBI:32954	sodium acetate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
MgSO4	CHEBI:32599	magnesium sulfate
ZnSO4	CHEBI:35176	zinc sulfate
CuCl2	CHEBI:49553	copper(II) chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2SO4	CHEBI:32036	potassium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
Na2SO4	CHEBI:32149	sodium sulfate
KBr	CHEBI:32030	potassium bromide
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4 x 3 H2O	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
BICINE buffer	CHEBI:40957	N,N-bis(2-hydroxyethyl)glycine
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
NaBr	CHEBI:63004	sodium bromide
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
MgSO4	CHEBI:32599	magnesium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4 x 3 H2O	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
Na2SO4	CHEBI:32149	sodium sulfate
KBr	CHEBI:32030	potassium bromide
H3BO3	CHEBI:33118	boric acid
Na-silicate	CHEBI:60720	sodium silicate
NaF	CHEBI:28741	sodium fluoride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na acetate	CHEBI:32954	sodium acetate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
CuCl2 x 6 H2O	CHEBI:49553	copper(II) chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
MgSO4	CHEBI:32599	magnesium sulfate
Na2SO4	CHEBI:32149	sodium sulfate
Na acetate	CHEBI:32954	sodium acetate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4NO3	CHEBI:63038	ammonium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
Na2CO3	CHEBI:29377	sodium carbonate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na-acetate	CHEBI:32954	sodium acetate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
NaBr	CHEBI:63004	sodium bromide
NaBr	CHEBI:63004	sodium bromide
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na-acetate	CHEBI:32954	sodium acetate
Na-formate	CHEBI:62965	sodium formate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na-acetate	CHEBI:32954	sodium acetate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na-acetate	CHEBI:32954	sodium acetate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na-acetate	CHEBI:32954	sodium acetate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
