finding	ingredient	our_ids	our_label_asserted	mim_id	mim_label	rows	detail
INTERNAL_SPLIT	Putrescine	CHEBI:17148=6|CHEBI:326268=2	CHEBI:17148=putrescine|CHEBI:326268=1,4-butanediammonium	CHEBI:17148	putrescine	8	2 CHEBI ids for one name; MIM matches one of them
MISSING_GROUNDING	Pyridoxine hydrochloride		CHEBI:30961=pyridoxine hydrochloride	CHEBI:30961	pyridoxine hydrochloride	1	MIM grounds this name; 1 row(s) of it are bare while 1805 are grounded
MISSING_GROUNDING	Pyromelitic acid			CHEBI:45165	pyromellitic acid	3	MIM grounds this name and we do not
MISSING_GROUNDING	Pyrrole-2-carboxylic acid		CHEBI:36751=pyrrole-2-carboxylic acid	CHEBI:36751	pyrrole-2-carboxylic acid	18	MIM grounds this name; 18 row(s) of it are bare while 1 are grounded
MISSING_GROUNDING	Quinate			CHEBI:26490	quinate	2	MIM grounds this name and we do not
MISSING_GROUNDING	Rhamnose			CHEBI:26546	rhamnose	1	MIM grounds this name and we do not
MISSING_GROUNDING	Riboflavin		CHEBI:17015=riboflavin	CHEBI:17015	riboflavin	1	MIM grounds this name; 1 row(s) of it are bare while 2113 are grounded
MISSING_GROUNDING	Serine			CHEBI:17822	serine	1	MIM grounds this name and we do not
INTERNAL_SPLIT	sn-glycero-3-phosphocholine	CHEBI:16870=9|CHEBI:36702=1	CHEBI:16870=choline alfoscerate|CHEBI:36702=2-acyl-1-alkyl-sn-glycero-3-phosphocholine			10	2 CHEBI ids for one name; MIM has no opinion
INTERNAL_SPLIT	Sodium DL-lactate	CHEBI:75228=4|CHEBI:232798=1	CHEBI:75228=sodium lactate|CHEBI:232798=sodium L-lactate			5	2 CHEBI ids for one name; MIM has no opinion
INTERNAL_SPLIT	Sodium DL--malate	CHEBI:91260=11|CHEBI:91261=3	CHEBI:91260=disodium malate|CHEBI:91261=disodium (S)-malate			14	2 CHEBI ids for one name; MIM has no opinion
MISSING_GROUNDING	Sodium ferric EDTA			CHEBI:78292	sodium feredetate	2	MIM grounds this name and we do not
MISSING_GROUNDING	Sodium ferulate		CHEBI:114954=sodium ferulate	CHEBI:114954	sodium ferulate	2	MIM grounds this name; 2 row(s) of it are bare while 1 are grounded
DIVERGENT	Sodium glutamate monohydrate	CHEBI:64243=16	CHEBI:64243=monosodium L-glutamate	CHEBI:232425	monosodium L-glutamate hydrate	16	we and MIM both ground this name, to different ids
MISSING_GROUNDING	Sodium iodide			CHEBI:33167	sodium iodide	6	MIM grounds this name and we do not
DIVERGENT	Sodium malate	CHEBI:91260=19	CHEBI:91260=disodium malate	CHEBI:91261	disodium (S)-malate	19	we and MIM both ground this name, to different ids
DIVERGENT	Sodium phosphate dibasic	CHEBI:34683=33	CHEBI:34683=disodium hydrogenphosphate	CHEBI:37583	trisodium phosphate	33	we and MIM both ground this name, to different ids
MISSING_GROUNDING	Spectinomycin			CHEBI:9215	spectinomycin	1	MIM grounds this name and we do not
INTERNAL_SPLIT	Starch	CHEBI:28017=604|CHEBI:85248=2	CHEBI:28017=starch|CHEBI:85248=gellan gum	CHEBI:28017	starch	606	2 CHEBI ids for one name; MIM matches one of them
MISSING_GROUNDING	streptomycin			CHEBI:17076	streptomycin	2	MIM grounds this name and we do not
MISSING_GROUNDING	Sulfate			CHEBI:16189	sulfate	4	MIM grounds this name and we do not
MISSING_GROUNDING	Surfactant		CHEBI:35195=surfactant	CHEBI:35195	surfactant	2	MIM grounds this name; 2 row(s) of it are bare while 1 are grounded
MISSING_GROUNDING	Syringic  acid		CHEBI:68329=syringic acid	CHEBI:68329	syringic acid	4	MIM grounds this name; 4 row(s) of it are bare while 2 are grounded
MISSING_GROUNDING	Tetracycline			CHEBI:27902	tetracycline	3	MIM grounds this name and we do not
MISSING_GROUNDING	Tetrathionate			CHEBI:15226	tetrathionate(2-)	1	MIM grounds this name and we do not
DIVERGENT	Thiamine	CHEBI:26948=151	CHEBI:26948=vitamin B1	CHEBI:18385	thiamine(1+)	151	we and MIM both ground this name, to different ids
MISSING_GROUNDING	Thiamine HCl		CHEBI:49105=thiamine hydrochloride	CHEBI:49105	thiamine hydrochloride	1	MIM grounds this name; 1 row(s) of it are bare while 1924 are grounded
INTERNAL_SPLIT	Thiamine pyrophosphate	CHEBI:18290=21|CHEBI:9532=2	CHEBI:18290=thiamine(1+) diphosphate chloride|CHEBI:9532=thiamine(1+) diphosphate	CHEBI:9532	thiamine(1+) diphosphate	23	2 CHEBI ids for one name; MIM matches one of them
INTERNAL_SPLIT	Thioglycolate	CHEBI:47869=4|CHEBI:30066=3	CHEBI:47869=thioglycolate(2-)|CHEBI:30066=thioglycolate(1-)			7	2 CHEBI ids for one name; MIM has no opinion
MISSING_GROUNDING	Thioglycollic acid			CHEBI:30065	thioglycolic acid	3	MIM grounds this name and we do not
MISSING_GROUNDING	Threonine			CHEBI:26986	threonine	21	MIM grounds this name and we do not
INTERNAL_SPLIT	Trehalose	CHEBI:27082=8|CHEBI:16551=2	CHEBI:27082=trehalose|CHEBI:16551=alpha,alpha-trehalose	CHEBI:27082	trehalose	10	2 CHEBI ids for one name; MIM matches one of them
MISSING_GROUNDING	Tricalcium phosphate			CHEBI:9679	tricalcium bis(phosphate)	1	MIM grounds this name and we do not
INTERNAL_SPLIT	Tricine	CHEBI:46760=30|CHEBI:39063=12	CHEBI:46760=tricine|CHEBI:39063=N-tris(hydroxymethyl)methylglycine	CHEBI:46760	tricine	42	2 CHEBI ids for one name; MIM matches one of them
MISSING_GROUNDING	trimethoprim			CHEBI:45924	trimethoprim	1	MIM grounds this name and we do not
MISSING_GROUNDING	Tyloxapol			CHEBI:141517	tyloxapol	2	MIM grounds this name and we do not
MISSING_GROUNDING	vancomycin			CHEBI:28001	vancomycin	1	MIM grounds this name and we do not
INTERNAL_SPLIT	Vitamin B12	CHEBI:17439=2013|CHEBI:176843=588	CHEBI:17439=cyanocob(III)alamin|CHEBI:176843=vitamin B12	CHEBI:176843	vitamin B12	2601	2 CHEBI ids for one name; MIM matches one of them
MISSING_GROUNDING	Vitamin B12		CHEBI:17439=cyanocob(III)alamin|CHEBI:176843=vitamin B12	CHEBI:176843	vitamin B12	1	MIM grounds this name; 1 row(s) of it are bare while 2601 are grounded
INTERNAL_SPLIT	VOSO4 x 2 H2O	CHEBI:87009=65|CHEBI:33146=9	CHEBI:87009=vanadyl sulfate dihydrate|CHEBI:33146=vanadyl sulfate			74	2 CHEBI ids for one name; MIM has no opinion
INTERNAL_SPLIT	VOSO4 x 5 H2O	CHEBI:132758=11|CHEBI:33146=3|CHEBI:87014=1	CHEBI:132758=vanadyl sulfate pentahydrate|CHEBI:33146=vanadyl sulfate|CHEBI:87014=vanadyl sulfate hexahydrate			15	3 CHEBI ids for one name; MIM has no opinion
INTERNAL_SPLIT	Xanthine	CHEBI:17712=15|CHEBI:15318=6	CHEBI:17712=9H-xanthine|CHEBI:15318=xanthine			21	2 CHEBI ids for one name; MIM has no opinion
MISSING_GROUNDING	Xylan from Beechwood			CHEBI:15447	(1->4)-beta-D-xylan	2	MIM grounds this name and we do not
MISSING_GROUNDING	ZnCl2		CHEBI:49976=zinc dichloride	CHEBI:49976	zinc dichloride	1	MIM grounds this name; 1 row(s) of it are bare while 1758 are grounded
