chebi_id,label,formula,molecular_weight,charge
CHEBI:61930,N(6)-acetyl-L-lysine residue,C8H14N2O2,170.212,0
CHEBI:62064,"butane-2,3-diol",C4H10O2,90.122,0
CHEBI:62345,L-rhamnose,,,
CHEBI:62946,ammonium sulfate,2H4N.O4S,132.141,0
CHEBI:62947,ammonium acetate,C2H3O2.H4N,77.083,0
CHEBI:62955,sodium 2-(N-morpholino)ethanesulfonate,C6H12NO4S.Na,217.222,0
CHEBI:62964,magnesium acetate,2C2H3O2.Mg,142.393,0
CHEBI:62965,sodium formate,CHO2.Na,68.007,0
CHEBI:62982,ammonium dihydrogen phosphate,H2O4P.H4N,115.025,0
CHEBI:63004,sodium bromide,Br.Na,102.894,0
CHEBI:63005,sodium nitrate,NO3.Na,84.994,0
CHEBI:63017,sodium L-tartrate,C4H4O6.2Na,194.05,0
CHEBI:63036,potassium dihydrogen phosphate,H2O4P.K,136.084,0
CHEBI:63037,triammonium citrate,C6H5O7.3H4N,243.216,0
CHEBI:63038,ammonium nitrate,H4N.NO3,80.043,0
CHEBI:63041,manganese(II) chloride,Cl2Mn,125.844,0
CHEBI:63043,potassium nitrate,K.NO3,101.102,0
CHEBI:63051,diammonium hydrogen phosphate,2H4N.HO4P,132.056,0
CHEBI:63055,disodium PIPES,C8H16N2O6S2.2Na,346.338,0
CHEBI:63076,diammonium citrate,C6H6O7.2H4N,226.185,0
CHEBI:63125,EDTA trisodium salt,C10H13N2O8.3Na,358.19,0
CHEBI:63317,barium chloride,Ba.2Cl,208.234,0
CHEBI:63675,sodium succinate (anhydrous),C4H4O4.2Na,162.052,0
CHEBI:63686,sodium succinate hexahydrate,C4H4O4.6H2O.2Na,270.142,0
CHEBI:63939,sodium tungstate dihydrate,2H2O.2Na.O4W,329.846,0
CHEBI:63940,sodium tungstate,2Na.O4W,293.816,0
CHEBI:64103,sodium butyrate,C4H7O2.Na,110.088,0
CHEBI:64139,"(2R,3S)-EHNA hydrochloride",C14H23N5O.HCl,313.833,0
CHEBI:64205,calcium nitrate,Ca.2NO3,164.086,0
CHEBI:64220,monosodium glutamate,C5H8NO4.Na,169.112,0
CHEBI:64700,trimethylamine hydrochloride,C3H9N.HCl,95.573,0
CHEBI:64734,EDTA disodium salt (anhydrous),C10H14N2O8.2Na,336.208,0
CHEBI:64758,EDTA disodium salt dihydrate,C10H14N2O8.2H2O.2Na,372.238,0
CHEBI:65242,sodium chlorate,ClO3.Na,106.44,0
CHEBI:65327,D-xylose,C5H10O5,150.13,0
CHEBI:66870,sodium dithionite,2Na.O4S2,174.11,0
CHEBI:66872,potassium fluoride,F.K,58.096,0
CHEBI:68329,syringic acid,C9H10O5,198.174,0
CHEBI:71240,sodium diphosphate,4Na.O7P2,265.901,0
CHEBI:72449,malachite green,C23H25N2.Cl,364.92,0
CHEBI:73685,N(2)-acetylglutamine,C7H12N2O4,188.183,0
CHEBI:74779,aluminium sulfate octadecahydrate,2Al.18H2O.3O4S,666.423,0
CHEBI:75213,sodium molybdate dihydrate,2H2O.MoO4.2Na,241.946,0
CHEBI:75215,sodium molybdate (anhydrous),MoO4.2Na,205.916,0
CHEBI:75221,sodium metavanadate,Na.O3V,121.931,0
CHEBI:75228,sodium lactate,C3H5O3.Na,112.06,0
CHEBI:75249,potassium chromate,CrO4.2K,194.188,0
CHEBI:75456,2-stearoylglycerol,C21H42O4,358.563,0
CHEBI:75832,iron(2+) sulfate (anhydrous),Fe.O4S,151.908,0
CHEBI:75834,iron(2+) sulfate monohydrate,Fe.H2O.O4S,169.923,0
CHEBI:75836,iron(2+) sulfate heptahydrate,Fe.7H2O.O4S,278.013,0
CHEBI:75937,monooleoylglycerol,C21H40O4,356.293,0
CHEBI:76181,ferrous ammonium sulfate hexahydrate,Fe.6H2O.2H4N.2O4S,392.139,0
CHEBI:76208,sodium sulfide (anhydrous),2Na.S,78.047,0
CHEBI:76209,sodium sulfide nonahydrate,9H2O.2Na.S,240.182,0
CHEBI:77775,sodium selenate,2Na.O4Se,188.936,0
CHEBI:78018,dodecylphosphocholine,C17H38NO4P,351.468,0
CHEBI:78036,copper(II) nitrate,Cu.2NO3,187.554,0
CHEBI:78074,tin(II) chloride dihydrate,2Cl.2H2O.Sn,225.647,0
CHEBI:78292,sodium feredetate,C10H12FeN2O8.Na,367.047,0
CHEBI:78672,rubidium chloride,Cl.Rb,120.921,0
CHEBI:78870,sodium nitrite,NO2.Na,68.995,0
CHEBI:81860,Sodium oleate,C18H33O2.Na,304.45,0
CHEBI:81862,potassium hydrogencarbonate,CHO3.K,100.114,0
CHEBI:82664,iron(0),Fe,55.845,0
CHEBI:84015,"(1R,2R)-diclocymet",C15H18Cl2N2O,313.228,0
CHEBI:84997,sodium gluconate,C6H11O7.Na,218.137,0
CHEBI:85146,carboxymethylcellulose,,,
CHEBI:85248,gellan gum,,,
CHEBI:86149,ammonium nickel sulfate hexahydrate,6H2O.2H4N.Ni.2O4S,394.987,0
CHEBI:86153,barium chloride dihydrate,Ba.2Cl.2H2O,244.264,0
CHEBI:86154,bromocresol purple,C21H16Br2O5S,540.229,0
CHEBI:86155,bromothymol blue,C27H28Br2O5S,624.391,0
CHEBI:86156,cadmium nitrate tetrahydrate,Cd.4H2O.2NO3,308.48,0
CHEBI:86158,calcium chloride dihydrate,Ca.2Cl.2H2O,147.014,0
CHEBI:86159,calcium nitrate tetrahydrate,Ca.4H2O.2NO3,236.146,0
CHEBI:86202,chalcopyrite,Cu.Fe.2S,183.525,0
CHEBI:86206,chromium trinitrate heptahydrate,Cr.7H2O.3NO3,364.113,0
CHEBI:86209,cobalt dinitrate,Co.2NO3,182.941,0
CHEBI:86214,cobalt dinitrate hexahydrate,Co.6H2O.2NO3,291.031,0
CHEBI:86218,cresol red,C21H18O5S,382.437,0
CHEBI:86222,borax,10H2O.H4B4O9.2Na,417.401,0
CHEBI:86249,iron dichloride tetrahydrate,Cl2Fe.4H2O,198.811,0
CHEBI:86254,iron trichloride hexahydrate,Cl3Fe.6H2O,270.294,0
CHEBI:86318,copper(II) chloride dihydrate,Cl2Cu.2H2O,170.482,0
CHEBI:86345,magnesium dichloride hexahydrate,2Cl.6H2O.Mg,203.301,0
CHEBI:86355,magnesium dichloride monohydrate,2Cl.H2O.Mg,113.226,0
CHEBI:86356,manganese(II) sulfate dihydrate,2H2O.Mn.O4S,187.031,0
CHEBI:86358,manganese(II) sulfate tetrahydrate,4H2O.Mn.O4S,223.061,0
CHEBI:86360,manganese(II) sulfate,Mn.O4S,151.001,0
CHEBI:86364,manganese(II) sulfate monohydrate,H2O.Mn.O4S,169.016,0
CHEBI:86368,manganese(II) chloride tetrahydrate,Cl2Mn.4H2O,197.904,0
CHEBI:86370,neutral red,C15H16N4.HCl,288.782,0
CHEBI:86416,"1-eicosanoyl-2-[(11Z,14Z,17Z)-eicosatrienoyl]-sn-glycero-3-phosphocholine",C48H90NO8P,840.221,0
CHEBI:86463,potassium aluminium sulfate,Al.K.2O4S,258.206,0
CHEBI:86465,potassium aluminium sulfate dodecahydrate,Al.12H2O.K.2O4S,474.386,0
CHEBI:86466,potassium tetrathionate,2K.O6S4,302.458,0
CHEBI:86473,sodium molybdate heptahydrate,7H2O.MoO4.2Na,332.021,0
CHEBI:86477,sodium sulfite,2Na.O3S,126.044,0
CHEBI:86481,sodium thioglycolate,C2H3O2S.Na,114.101,0
CHEBI:87009,vanadyl sulfate dihydrate,2H2O.O4S.OV,199.036,0
CHEBI:87020,vanadyl sulfate hydrate,(H2O)n.O5SV,181.021,0
CHEBI:91090,charcoal,,,
CHEBI:91241,ammonium oxalate,C2O4.2H4N,124.096,0
CHEBI:91243,calcium chloride hexahydrate,Ca.2Cl.6H2O,219.074,0
CHEBI:91244,cobalt(2+) sulfate heptahydrate,Co.7H2O.O4S,281.101,0
CHEBI:91245,copper(II) chloride pentahydrate,Cl2Cu.5H2O,224.527,0
CHEBI:91246,copper(II) sulfate hexahydrate,Cu.6H2O.O4S,267.699,0
CHEBI:91247,L-cysteine hydrochloride,C3H7NO2S.HCl,157.622,0
CHEBI:91248,L-cysteine hydrochloride hydrate,C3H7NO2S.H2O.HCl,175.637,0
CHEBI:91249,ammonium molybdate,2H4N.MoO4,196.014,0
CHEBI:91251,sodium glyoxylate,C2HO3.Na,96.017,0
CHEBI:91257,disodium hydrogenarsenate heptahydrate,7H2O.HAsO4.2Na,312.011,0
CHEBI:91258,disodium hydrogenphosphate dihydrate,2H2O.HO4P.2Na,177.988,0
CHEBI:91260,disodium malate,,,
CHEBI:91261,disodium (S)-malate,C4H4O5.2Na,178.051,0
CHEBI:91263,disodium maleate,C4H2O4.2Na,160.036,0
CHEBI:91318,(R)-oleoylcarnitine hydrochloride,C25H48NO4.Cl,462.115,0
CHEBI:113373,sodium 3-hydroxybutyrate,C4H7O3.Na,126.087,0
CHEBI:113451,sodium ascorbate,C6H7O6.Na,198.106,0
CHEBI:113455,sodium benzoate,C7H5O2.Na,144.105,0
CHEBI:114126,sodium hexanoate,C6H11O2.Na,138.142,0
CHEBI:114249,sodium dihydrogenphosphate monohydrate,H2O.H2O4P.Na,137.991,0
CHEBI:114786,sodium disulfite,2Na.O5S2,190.109,0
CHEBI:114954,sodium ferulate,C10H9O4.Na,216.168,0
CHEBI:115156,disodium fumarate,C4H2O4.2Na,160.036,0
CHEBI:115197,sodium gallate,C7H5O5.Na,192.102,0
CHEBI:131361,disodium selenite pentahydrate,5H2O.2Na.O3Se,263.012,0
CHEBI:131366,disodium tetraborate decahydrate,10H2O.H4B4O9.2Na,417.401,0
CHEBI:131371,iron(3+) phosphate,Fe.O4P,150.815,0
CHEBI:131372,iron(3+) phosphate tetrahydrate,Fe.4H2O.O4P,222.875,0
CHEBI:131378,ferrous ammonium sulfate heptahydrate,Fe.7H2O.2H4N.2O4S,410.154,0
CHEBI:131383,"2,2,4,4,6,8,8-heptamethylnonane",C16H34,226.448,0
CHEBI:131389,magnesium citrate,C6H6O7.Mg,214.412,0
CHEBI:131394,magnesium dichloride dihydrate,2Cl.2H2O.Mg,131.241,0
CHEBI:131395,manganese(II) chloride dihydrate,Cl2Mn.2H2O,161.874,0
CHEBI:131523,manganese(II) sulfate hexahydrate,6H2O.Mn.O4S,259.091,0
CHEBI:131524,manganese(II) sulfate pentahydrate,5H2O.Mn.O4S,241.076,0
CHEBI:131526,potassium carbonate,CO3.2K,138.204,0
CHEBI:131527,dipotassium hydrogen phosphate,HO4P.2K,174.174,0
CHEBI:131529,pyridoxal hydrochloride,C8H9NO3.HCl,203.625,0
CHEBI:131531,pyridoxamine hydrochloride,C8H12N2O2.HCl,204.657,0
CHEBI:131532,pyridoxamine dihydrochloride,C8H12N2O2.2HCl,241.118,0
CHEBI:131839,sodium dodecanoate,C12H23O2.Na,222.304,0
CHEBI:132089,sodium glycerol 2-phosphate,C3H7O6P.2Na,216.037,0
CHEBI:132095,sodium metavanadate hydrate,H2O.Na.O3V,139.946,0
CHEBI:132100,sodium octanoate,C8H15O2.Na,166.196,0
CHEBI:132101,sodium orotate,C5H3N2O4.Na,178.079,0
CHEBI:132103,sodium perchlorate,ClO4.Na,122.439,0
CHEBI:132106,sodium propionate,C3H5O2.Na,96.061,0
CHEBI:132108,sodium silicate nonahydrate,9H2O.2Na.O3Si,284.198,0
CHEBI:132109,sodium octadecanoate,C18H35O2.Na,306.466,0
CHEBI:132112,sodium thiosulfate,2Na.O3S2,158.111,0
CHEBI:132748,sodium vanillate,C8H7O4.Na,190.13,0
CHEBI:132751,thiamine hydrochloride dihydrate,C12H18N4OS.2Cl.2H2O,373.306,0
CHEBI:132758,vanadyl sulfate pentahydrate,5H2O.O4S.OV,253.081,0
CHEBI:132762,zinc sulfate hexahydrate,6H2O.O4S.Zn,269.543,0
CHEBI:132764,sodium oxalate,C2O4.2Na,133.998,0
CHEBI:132766,sodium nitrilotriacetate,C6H6NO6.3Na,257.085,0
CHEBI:132767,ferric pyrophosphate,4Fe.3O7P2,745.203,0
CHEBI:133341,choline chloride,C5H14NO.Cl,139.626,0
CHEBI:133362,N-acetyl-L-methionyl-L-glutaminyl residue,C12H20N3O4S,302.376,0
CHEBI:136511,manganese dioxide,MnO2,86.936,0
CHEBI:141517,tyloxapol,(C17H26O2)m.2(C2H4O)n.C29H44O2,775.168,0
CHEBI:142468,"1,2-dichloropropane",C3H6Cl2,112.987,0
CHEBI:144421,iron(III) citrate,C6H5FeO7,244.944,0
CHEBI:144434,iron(III) citrate monohydrate,C6H5O7.Fe.H2O,262.959,0
CHEBI:149425,ammonium magnesium phosphate,H4N.Mg.O4P,137.314,0
CHEBI:172431,Acetyl-Glu,C7H11NO5,189.167,0
CHEBI:176843,vitamin B12,,,
CHEBI:177535,L-Glutathione (reduced),C10H17N3O6S,307.328,0
CHEBI:183882,3-(cyclohexylamino)-2-hydroxy-1-propanesulfonic acid,C9H19NO4S,237.321,0
CHEBI:184335,Ammonium bicarbonate,CHO3.H4N,79.055,0
CHEBI:189426,Pyridoxine dihydrochloride,C8H11NO3.2HCl,242.102,0
CHEBI:191088,Cyclohexylaminopropanesulfonic acid,C9H19NO3S,221.322,0
CHEBI:192761,ferrihydrite,,,
CHEBI:193555,isobutyramide,,,
CHEBI:195690,L-Ornithine monochlorohydrate/ornithine,C5H12N2O2.HCl,168.624,0
CHEBI:209807,cefoxitin,C16H17N3O7S2,427.46,0
CHEBI:229203,Trigonelline HCl,C7H8NO2.Cl,173.599,0
CHEBI:232425,monosodium L-glutamate hydrate,C5H8NO4.H2O.Na,187.127,0
CHEBI:232610,potassium nitrite,K.NO2,85.103,0
CHEBI:232797,trehalose dihydrate,C12H22O11.2H2O,378.327,0
CHEBI:232798,sodium L-lactate,C3H5O3.Na,112.06,0
CHEBI:234557,sodium palmitate,C16H31O2.Na,278.412,0
CHEBI:326268,"1,4-butanediammonium",C4H14N2,90.17,2
CHEBI:495055,beta-cyclodextrin,C42H70O35,1134.987,0
CHEBI:506227,N-acetyl-D-glucosamine,C8H15NO6,221.209,0
